gene_id,TG1,TG2,TG3,WT1,WT2,WT3
MSTRG.13852|Nhlrc3,10677,7354,8529,9838,8904,7390
,,,,,,
MSTRG.2019|Hsf2,12027,21078,19376,19102,27052,20984
,,,,,,
MSTRG.16050,19307,23185,26730,26844,31231,21883
,,,,,,
MSTRG.16052,5251,1975,2137,2924,2095,1776
,,,,,,
ENSMUSG00000116464|Gm49523,0,0,5,0,4,0
,,,,,,
ENSMUSG00000094184|Mir743b,0,0,0,0,0,0
,,,,,,
MSTRG.16055,34866,41324,42886,37384,45560,40805
,,,,,,
MSTRG.16057,28696,23599,23680,26075,25684,22975
,,,,,,
MSTRG.16059,0,0,0,0,0,2211
,,,,,,
ENSMUSG00000042807|Hecw2,392,686,564,487,837,649
,,,,,,
MSTRG.11103|Gm31070,10,7,2,3,4,1
,,,,,,
MSTRG.6363|Gm17190,2,1,3,0,3,6
,,,,,,
ENSMUSG00000083884|Gm15388,0,0,0,0,0,0
,,,,,,
ENSMUSG00000098979|Gm27544,0,1,3,0,3,0
,,,,,,
MSTRG.12141|Fubp3,8749,5686,6415,7185,8384,6066
,,,,,,
ENSMUSG00000071858|Gm94,49,0,9,0,0,59
,,,,,,
MSTRG.7463|n-R5s51,0,0,0,0,0,0
,,,,,,
MSTRG.22100|Gm45666,0,0,0,1,0,0
,,,,,,
MSTRG.10349|Crem,6981,12291,4972,5808,6881,13253
,,,,,,
MSTRG.21289|Gm27786,0,0,0,0,0,0
,,,,,,
MSTRG.7058,267,0,49,0,75,1372
,,,,,,
MSTRG.10657|Rnf14,11007,12059,8868,11293,12449,9353
,,,,,,
ENSMUSG00000111949|Gm48679,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114972|Gm49119,0,0,0,0,0,0
,,,,,,
ENSMUSG00000102498|Gm19445,0,0,0,0,0,0
,,,,,,
ENSMUSG00000106219|5830416I19Rik,4,8,8,0,11,9
,,,,,,
MSTRG.2027,26497,53476,61660,807,26194,51489
,,,,,,
MSTRG.15627|Pik3r3,2455,1203,1790,2264,1908,1276
,,,,,,
ENSMUSG00000101623|Gm21245,0,0,0,0,0,0
,,,,,,
MSTRG.16570|Prkag2os2,58,44,68,80,80,69
,,,,,,
MSTRG.12525,189,388,250,177,255,531
,,,,,,
MSTRG.20921|Gm25924,0,0,0,0,0,0
,,,,,,
ENSMUSG00000100180|Gm28140,0,0,0,0,0,0
,,,,,,
ENSMUSG00000059877|Dph3b-ps,0,0,0,0,0,0
,,,,,,
ENSMUSG00000107527|Gm44239,0,0,0,0,0,0
,,,,,,
MSTRG.5507,242,2704,5241,1309,3161,2922
,,,,,,
MSTRG.23743|Gm34106,18,24,25,19,29,27
,,,,,,
MSTRG.9695|AA388235,26,28,37,33,21,43
,,,,,,
ENSMUSG00000092398|Vmn1r-ps59,0,0,0,0,0,0
,,,,,,
MSTRG.20322|Gm24653,0,0,0,0,0,0
,,,,,,
MSTRG.7077|Gm24705,0,4,1,1,3,1
,,,,,,
MSTRG.8035|Rps19bp1,4003,3658,3826,3832,4183,3777
,,,,,,
MSTRG.23705|Col6a6,187,537,872,498,722,504
,,,,,,
MSTRG.20326|Atp10a,8822,13278,13548,8275,13324,11655
,,,,,,
MSTRG.23225,1903,3179,2289,1708,2463,2424
,,,,,,
ENSMUSG00000084318|Gm11987,0,0,0,0,0,0
,,,,,,
ENSMUSG00000098828|Gm27283,0,0,0,0,0,0
,,,,,,
ENSMUSG00000089162|Gm24129,0,0,0,0,0,0
,,,,,,
ENSMUSG00000081202|Gm13220,0,0,0,0,0,0
,,,,,,
MSTRG.3809|Ypel2,6087,6598,6241,7406,8122,6819
,,,,,,
ENSMUSG00000073962|Olfr576,0,0,0,0,0,0
,,,,,,
MSTRG.4080|Gm23849,27,39,23,24,40,25
,,,,,,
ENSMUSG00000115233|Gm46498,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086763|Plxna4os1,0,10,4,14,27,0
,,,,,,
ENSMUSG00000024256|Adcyap1,0,14,0,0,0,0
,,,,,,
ENSMUSG00000055026|Gabrg3,90,3,51,108,69,13
,,,,,,
ENSMUSG00000113930|Gm36235,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117949|Gm50180,0,0,0,0,0,0
,,,,,,
MSTRG.18091|Rnf6,4745,3542,1979,5717,4562,3808
,,,,,,
ENSMUSG00000077312|Gm24170,0,0,0,0,0,0
,,,,,,
MSTRG.4138|Lrrc37a,8,8,11,6,0,2
,,,,,,
MSTRG.828|Ptpn4,8699,6413,6234,7532,6692,6485
,,,,,,
ENSMUSG00000085979|Gm12055,0,0,0,0,0,0
,,,,,,
MSTRG.11597|Gm6807,5317,6211,3398,5644,5511,6209
,,,,,,
ENSMUSG00000101267|Gm21912,0,0,0,0,0,0
,,,,,,
MSTRG.11987|Cysrt1,169,94,102,164,181,110
,,,,,,
ENSMUSG00000100762|Gm8403,0,0,0,0,0,0
,,,,,,
MSTRG.17057|Usp46,3496,1420,2370,3923,2683,1853
,,,,,,
MSTRG.17840|Rfc2,4907,6720,6216,4862,5427,6691
,,,,,,
MSTRG.15640|Akr1a1,74977,64290,76552,70252,70916,67046
,,,,,,
MSTRG.771,1214,6486,11293,1933,7800,3078
,,,,,,
MSTRG.22588,361,320,269,355,276,230
,,,,,,
MSTRG.16909|Gm42635,17,27,33,51,20,35
,,,,,,
MSTRG.23385|Myzap,1828,1719,1776,1972,2166,1671
,,,,,,
MSTRG.22913|Gm5614,1,5,2,3,5,6
,,,,,,
MSTRG.13396|Ptgis,2535,7526,9395,4305,9873,7332
,,,,,,
MSTRG.21424|Mcf2l,1469,797,1294,1571,1293,724
,,,,,,
ENSMUSG00000082197|Gm8577,2,3,4,3,2,5
,,,,,,
ENSMUSG00000117039|Gm32358,1,0,13,11,13,7
,,,,,,
MSTRG.1755|Nhsl1,2741,2304,874,6204,3896,1736
,,,,,,
ENSMUSG00000077769|Gm25215,0,0,0,0,0,0
,,,,,,
ENSMUSG00000069971|4933402J07Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000064569|Gm25592,0,0,0,0,0,0
,,,,,,
ENSMUSG00000025468|Caly,15,0,0,13,9,4
,,,,,,
ENSMUSG00000113801|Gm18618,0,0,0,0,0,0
,,,,,,
ENSMUSG00000049353|Rd3,3,30,35,7,47,19
,,,,,,
MSTRG.22626|Gm45875,14,7,4,3,3,0
,,,,,,
MSTRG.14683|Mir302d,1,0,1,0,0,0
,,,,,,
ENSMUSG00000111302|AL929555.1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000115391|Gm49123,0,5,0,6,0,0
,,,,,,
MSTRG.12271|Snord90,2,0,3,0,0,0
,,,,,,
MSTRG.16589,9744,8897,8938,9266,9549,9116
,,,,,,
MSTRG.4695,162,40,0,0,0,0
,,,,,,
MSTRG.16581,26928,24292,21556,25807,22615,20526
,,,,,,
ENSMUSG00000097532|Gm4349,48,50,41,16,27,62
,,,,,,
ENSMUSG00000096695|Olfr196,0,0,0,0,0,0
,,,,,,
ENSMUSG00000089404|Gm24877,0,0,0,0,0,0
,,,,,,
ENSMUSG00000060780|Lrrtm1,42,4,12,65,24,2
,,,,,,
ENSMUSG00000071770|Rhox4e,0,0,0,0,0,0
,,,,,,
MSTRG.10035|Chaf1a,2725,2888,2796,2456,2806,3065
,,,,,,
MSTRG.18316|Mir29a,1,1,1,1,1,1
,,,,,,
ENSMUSG00000082490|Gm11880,0,0,0,0,0,0
,,,,,,
MSTRG.2749|Myl6,40538,30105,32339,38427,36123,31304
,,,,,,
MSTRG.13691|Gm6505,324,245,274,313,319,283
,,,,,,
MSTRG.2738|Gm17201,1963,1850,1787,1920,1761,2009
,,,,,,
ENSMUSG00000095305|Gm23790,0,0,0,0,0,0
,,,,,,
MSTRG.22688|Birc2,9269,12014,10193,10003,9264,11184
,,,,,,
ENSMUSG00000049168|Olfr449,0,0,0,0,0,0
,,,,,,
MSTRG.10851|Gm50167,0,1,1,1,1,1
,,,,,,
MSTRG.9397|Ntn3,40,26,28,40,61,38
,,,,,,
ENSMUSG00000102735|Gm7369,0,0,2,0,0,0
,,,,,,
ENSMUSG00000099293|Mir6366,0,0,0,0,0,0
,,,,,,
ENSMUSG00000115267|Vmn1r76,0,0,0,0,0,0
,,,,,,
ENSMUSG00000115611|Gm4606,3,0,0,1,0,1
,,,,,,
MSTRG.15700|Ybx1,107715,130500,124717,117170,139023,127036
,,,,,,
ENSMUSG00000082982|Olfr1149-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.23186,104,1961,9945,4641,7677,69
,,,,,,
MSTRG.23187,60774,74186,66170,64928,86380,55963
,,,,,,
ENSMUSG00000002100|Mybpc3,101,84,105,125,77,141
,,,,,,
MSTRG.23185,0,0,1283,74,37,49
,,,,,,
MSTRG.6605|Gm48600,13,7,7,9,7,0
,,,,,,
MSTRG.23180,2195,542,1174,1341,756,382
,,,,,,
MSTRG.23181,9,28,18,14,31,47
,,,,,,
MSTRG.16852|Gm10025,0,0,1,0,0,0
,,,,,,
MSTRG.10181|Alk,15,22,14,14,13,0
,,,,,,
MSTRG.5247|4930478K11Rik,25,34,33,55,72,36
,,,,,,
MSTRG.12403|Kcnh7,903,357,504,651,366,352
,,,,,,
MSTRG.17783|Gm15921,50,70,45,65,43,41
,,,,,,
ENSMUSG00000094464|Olfr339,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117764|Gm50143,3,0,0,6,5,7
,,,,,,
ENSMUSG00000020945|Lyzl6,11,30,27,18,16,9
,,,,,,
ENSMUSG00000104742|Igkv9-128,0,0,0,0,0,0
,,,,,,
MSTRG.13686|Fndc3b,6065,6051,4395,8639,7125,2735
,,,,,,
MSTRG.15589|Osbpl9,20507,23705,19567,23586,21735,22009
,,,,,,
ENSMUSG00000108842|Gm45001,98,101,117,142,116,109
,,,,,,
ENSMUSG00000109284|B230311B06Rik,5,0,6,0,9,0
,,,,,,
ENSMUSG00000094516|Gm24568,0,0,0,0,0,0
,,,,,,
MSTRG.3527|Ggt6,439,47,213,496,300,76
,,,,,,
ENSMUSG00000077653|Gm23321,0,0,0,0,0,0
,,,,,,
ENSMUSG00000104091|Gm37317,2,0,0,0,0,0
,,,,,,
ENSMUSG00000083701|Gm4912,0,0,0,0,0,0
,,,,,,
MSTRG.12381|Gm13552,827,836,883,866,958,799
,,,,,,
MSTRG.9136|C2cd2,9163,6886,8244,8800,9223,6943
,,,,,,
ENSMUSG00000065484|Mir130a,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103035|Gm37122,0,0,0,0,0,0
,,,,,,
MSTRG.18146|Gm42906,0,0,2,0,2,0
,,,,,,
MSTRG.8444|Rpl39l,165,282,293,187,395,350
,,,,,,
MSTRG.2247|Rnf126,6354,7399,7759,7828,8806,6947
,,,,,,
ENSMUSG00000100288|Gm28345,0,0,0,0,0,0
,,,,,,
ENSMUSG00000094017|Gm13160,87,76,49,87,67,81
,,,,,,
MSTRG.8372,1234,1386,1593,1637,1295,1580
,,,,,,
MSTRG.19229|Mir706,0,0,0,0,1,0
,,,,,,
ENSMUSG00000080193|Gm14756,2,3,1,3,4,0
,,,,,,
MSTRG.23968|Gm39463,0,0,8,0,2,0
,,,,,,
MSTRG.4691,55,102,106,129,95,104
,,,,,,
MSTRG.17430|Gm43247,235,153,128,246,153,255
,,,,,,
MSTRG.3913|Gm11537,0,0,0,0,0,0
,,,,,,
ENSMUSG00000095422|Gm24415,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083530|Gm13867,5,0,0,6,0,0
,,,,,,
MSTRG.4593|Grhl1,8993,2283,4176,6013,4316,2545
,,,,,,
ENSMUSG00000097326|A330048O09Rik,0,0,0,0,6,0
,,,,,,
ENSMUSG00000092419|Vmn2r-ps86,0,0,0,0,0,0
,,,,,,
MSTRG.22198|Tk2,5311,4296,3748,4553,3933,4364
,,,,,,
MSTRG.6499|Slc38a9,4810,6219,4966,4723,4436,5379
,,,,,,
ENSMUSG00000095676|Gm25099,2,4,0,2,2,1
,,,,,,
MSTRG.14663|Mettl14,4230,3738,3781,4180,4082,3848
,,,,,,
ENSMUSG00000009580|Odam,0,0,0,0,0,0
,,,,,,
ENSMUSG00000075335|4930588K23Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000080992|Psmb5-ps,2,3,0,1,5,1
,,,,,,
ENSMUSG00000090535|Gm8540,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110681|Gm45796,0,0,0,0,0,0
,,,,,,
MSTRG.17990|Gm43702,6,7,2,5,12,3
,,,,,,
MSTRG.8395|Gm15537,6,11,12,3,7,3
,,,,,,
ENSMUSG00000081798|Gm8152,8,6,0,8,7,3
,,,,,,
ENSMUSG00000105931|Gm43014,0,0,0,0,0,0
,,,,,,
ENSMUSG00000082149|Gm13002,3,2,0,0,0,0
,,,,,,
ENSMUSG00000102531|1110002O04Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103536|Gm37837,0,0,0,3,0,3
,,,,,,
MSTRG.9496,5796,5311,6024,6669,6689,5931
,,,,,,
MSTRG.10174|Gm30091,11,9,13,5,8,0
,,,,,,
MSTRG.21469|Gm16347,0,0,0,0,0,0
,,,,,,
ENSMUSG00000027849|Syt6,23,52,61,62,73,41
,,,,,,
MSTRG.15770,3728,2411,3567,3074,3487,2423
,,,,,,
ENSMUSG00000088344|Gm22336,0,0,0,0,0,0
,,,,,,
ENSMUSG00000077467|Gm26421,0,0,0,0,0,0
,,,,,,
ENSMUSG00000084441|Gm26255,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110293|Gm45557,0,0,0,0,0,0
,,,,,,
MSTRG.1971|Gm47502,0,3,3,2,0,0
,,,,,,
MSTRG.15778,3107,4319,4022,4149,3522,5473
,,,,,,
MSTRG.15779,4827,3764,4982,5899,5601,4939
,,,,,,
MSTRG.22495|Cbfa2t3,960,1743,1591,1014,1141,1958
,,,,,,
MSTRG.18760|Krcc1,11688,3900,8631,8316,10571,9363
,,,,,,
ENSMUSG00000091140|Gm17124,0,0,0,0,0,0
,,,,,,
ENSMUSG00000107247|Gm43227,0,0,0,0,0,0
,,,,,,
MSTRG.10722,431,284,437,129,149,1867
,,,,,,
ENSMUSG00000070719|Pla2g4d,14,13,0,10,16,16
,,,,,,
MSTRG.7933|Ppp1r16a,3691,1907,2500,4047,3580,3279
,,,,,,
MSTRG.1027|Gm16305,1,2,1,3,5,2
,,,,,,
MSTRG.10729,33,132,96,79,155,318
,,,,,,
MSTRG.726|Gm17415,253,325,276,256,306,331
,,,,,,
MSTRG.17453,2079,1915,1834,1862,1493,2046
,,,,,,
ENSMUSG00000105235|Hcfc1r1-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.5554|Lgals8,18468,23162,23810,20198,25637,23150
,,,,,,
ENSMUSG00000082011|Gm15043,1,0,1,0,0,0
,,,,,,
ENSMUSG00000102233|Gm37889,0,0,0,0,0,0
,,,,,,
ENSMUSG00000065457|Mir383,0,0,0,0,0,0
,,,,,,
ENSMUSG00000106529|Gm18451,0,0,0,0,0,0
,,,,,,
MSTRG.10681|Tcerg1,26791,22931,23005,20947,23969,25282
,,,,,,
ENSMUSG00000077188|Gm25090,0,0,0,0,0,0
,,,,,,
MSTRG.12639|Cd82,41773,23869,27804,30898,25416,23871
,,,,,,
ENSMUSG00000076282|Gm24271,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113398|Gm5194,0,0,0,0,0,0
,,,,,,
MSTRG.15382|Gm11263,2777,3108,2709,2927,2927,2884
,,,,,,
ENSMUSG00000093218|Gm25252,0,0,1,0,2,0
,,,,,,
MSTRG.24239|Dock11,36,74,38,41,50,52
,,,,,,
ENSMUSG00000108229|1700102F20Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083379|Gm4919,0,0,0,0,0,0
,,,,,,
MSTRG.3196|Gm22275,4,5,0,3,0,1
,,,,,,
ENSMUSG00000088210|Gm22084,1,0,0,0,0,0
,,,,,,
ENSMUSG00000092811|Gm23636,0,0,0,0,0,0
,,,,,,
MSTRG.4952|Arg2,4708,1316,2497,3982,2867,2286
,,,,,,
ENSMUSG00000097986|Gm26953,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114211|Gm47635,0,0,0,0,0,0
,,,,,,
ENSMUSG00000010021|Kif19a,384,685,543,331,388,489
,,,,,,
ENSMUSG00000093862|Gm5117,2,9,6,2,9,11
,,,,,,
MSTRG.10161|Emilin2,3055,10406,10350,5753,11714,9661
,,,,,,
MSTRG.21551|Fgfr1,77951,62265,95889,58205,56170,49567
,,,,,,
ENSMUSG00000081290|Gm12520,3,0,0,0,0,0
,,,,,,
MSTRG.4791,2104,8285,4878,3836,3849,6384
,,,,,,
MSTRG.11555,771,700,684,757,925,809
,,,,,,
MSTRG.3924|Gm11532,125,10,10,98,166,223
,,,,,,
ENSMUSG00000057402|Cldn34b2,0,0,0,0,0,0
,,,,,,
MSTRG.10347|4833419F23Rik,94,206,140,112,165,130
,,,,,,
MSTRG.16590|Insig1,8907,12636,11287,9047,13425,11848
,,,,,,
MSTRG.12001|Lcn12,0,0,0,0,0,0
,,,,,,
MSTRG.7720|Dcaf13,15460,16242,15972,15568,18900,16455
,,,,,,
ENSMUSG00000021763|BC067074,207,208,290,240,320,179
,,,,,,
MSTRG.6775|Sfmbt1,5767,7977,8167,6835,11289,9712
,,,,,,
MSTRG.20289|Gm6181,82,93,70,110,111,93
,,,,,,
ENSMUSG00000105436|Gm43212,0,0,0,0,0,0
,,,,,,
MSTRG.10447|Gm6457,684,760,740,807,802,771
,,,,,,
ENSMUSG00000037335|Hand1,3,6,5,5,5,0
,,,,,,
ENSMUSG00000099436|Gm28977,0,0,0,0,0,0
,,,,,,
ENSMUSG00000075380|Olfr355,0,0,0,0,0,0
,,,,,,
MSTRG.11489|Gm23918,0,0,0,0,0,0
,,,,,,
MSTRG.15504|Gm12796,2,9,7,5,6,6
,,,,,,
MSTRG.7040|Traj28,2,3,2,1,1,4
,,,,,,
ENSMUSG00000109578|Gm16475,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113167|Gm48482,62,9,18,49,9,10
,,,,,,
MSTRG.22151|Gm45797,47,47,42,45,55,43
,,,,,,
MSTRG.13982|Ppm1l,5900,4667,5019,5940,6062,4505
,,,,,,
ENSMUSG00000094678|Olfr857,0,0,0,3,0,3
,,,,,,
MSTRG.1416|Gm36992,2,0,4,13,8,2
,,,,,,
MSTRG.18474|Gm43888,0,0,0,0,0,0
,,,,,,
MSTRG.3849,359,127,187,245,305,315
,,,,,,
ENSMUSG00000107346|Gm43225,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114725|Gm2854,0,0,0,0,0,0
,,,,,,
MSTRG.11133|Gm27702,0,1,0,1,1,1
,,,,,,
ENSMUSG00000097248|Gm2694,0,0,5,3,0,5
,,,,,,
ENSMUSG00000081717|Vmn1r-ps106,0,0,0,0,0,0
,,,,,,
ENSMUSG00000102698|Gm37777,0,8,0,0,0,0
,,,,,,
ENSMUSG00000111404|Gm47169,0,0,0,0,0,0
,,,,,,
ENSMUSG00000090790|Gm17377,42,38,34,42,35,33
,,,,,,
MSTRG.2836|Znrf3,2416,2489,1965,1920,2879,1589
,,,,,,
ENSMUSG00000046178|Nxph1,33,72,48,26,7,65
,,,,,,
ENSMUSG00000045404|Kcnk13,28,88,91,56,94,99
,,,,,,
MSTRG.12935|Gm10766,14,15,17,14,22,24
,,,,,,
MSTRG.12763,800,606,674,784,748,626
,,,,,,
MSTRG.21219|Fuom,588,337,440,674,575,315
,,,,,,
MSTRG.19095|Gm44040,13,14,30,20,22,17
,,,,,,
ENSMUSG00000091175|S100a7l2,0,0,0,0,0,0
,,,,,,
MSTRG.1480|Tmem63a,7790,5285,8740,9209,7375,6739
,,,,,,
ENSMUSG00000102826|Gm38181,0,0,0,0,0,0
,,,,,,
MSTRG.8433|Gm23706,2,4,4,2,0,2
,,,,,,
ENSMUSG00000115595|Rps12-ps2,12,12,10,7,14,14
,,,,,,
MSTRG.20867|1110004F10Rik,18674,13986,15012,11688,20648,18127
,,,,,,
ENSMUSG00000109377|Gm7397,0,0,0,0,0,0
,,,,,,
MSTRG.10894,3428,5420,5383,4761,5515,5908
,,,,,,
MSTRG.10895,15254,14363,14374,14752,17422,13129
,,,,,,
ENSMUSG00000088898|Gm22515,0,0,0,0,0,0
,,,,,,
MSTRG.3841,2332,3576,3799,4280,2412,878
,,,,,,
ENSMUSG00000082655|Gm7857,2,9,10,11,9,19
,,,,,,
ENSMUSG00000116896|Gm49792,4,11,7,8,6,11
,,,,,,
ENSMUSG00000110039|Gm45541,0,0,0,0,0,0
,,,,,,
MSTRG.7098|Gm20687,196,282,232,215,300,110
,,,,,,
ENSMUSG00000085440|Sorbs2os,3,6,6,11,2,4
,,,,,,
MSTRG.2259|Cfd,34,98,159,185,181,50
,,,,,,
ENSMUSG00000081849|Gm15847,0,0,3,0,2,4
,,,,,,
MSTRG.5333|Ppp1r13b,5128,6871,3624,5290,6402,6307
,,,,,,
MSTRG.18575|Gm15526,383,459,438,285,385,457
,,,,,,
MSTRG.20539,435,317,320,430,409,382
,,,,,,
MSTRG.5840|1700061E18Rik,0,0,0,0,4,0
,,,,,,
ENSMUSG00000099839|Gm29374,9,3,17,10,15,9
,,,,,,
ENSMUSG00000106827|Gm7556,2,0,2,0,1,3
,,,,,,
MSTRG.118|Gm37906,25,36,19,19,38,59
,,,,,,
ENSMUSG00000082775|Itpa-ps3,0,0,0,0,0,0
,,,,,,
ENSMUSG00000042499|Hoxd11,3,3,0,0,0,0
,,,,,,
ENSMUSG00000099899|Gm28784,0,0,0,0,0,9
,,,,,,
MSTRG.8621|Gm49566,14,5,8,5,4,5
,,,,,,
MSTRG.6602|Ptprg,2803,785,2845,2758,2617,2217
,,,,,,
MSTRG.24683|Pwwp3b,1649,2400,2641,2310,4395,3112
,,,,,,
MSTRG.13341|Rbpjl,113,102,94,97,62,70
,,,,,,
MSTRG.21454|Erich1,1557,1950,1700,1815,1938,1837
,,,,,,
ENSMUSG00000094379|Vmn1r202,0,0,7,0,2,0
,,,,,,
ENSMUSG00000082423|Gm15148,7,14,12,7,7,5
,,,,,,
MSTRG.18353|Cyren,4024,3809,6984,733,3788,3720
,,,,,,
ENSMUSG00000086243|Gm12121,0,0,0,0,2,0
,,,,,,
ENSMUSG00000105052|Gm21655,0,0,0,0,0,0
,,,,,,
MSTRG.17871|Gm43091,2,0,0,5,0,0
,,,,,,
ENSMUSG00000092437|Rpl9-ps9,0,0,0,0,0,0
,,,,,,
MSTRG.9702|H2-Pa,0,4,0,0,0,1
,,,,,,
MSTRG.1597|Traf5,2066,569,3993,2133,2790,4379
,,,,,,
MSTRG.7809|Efr3a,18503,20421,19869,18494,21423,20743
,,,,,,
ENSMUSG00000113653|Gm48220,0,0,0,0,0,0
,,,,,,
ENSMUSG00000101252|Ifna6,1,0,0,3,0,3
,,,,,,
ENSMUSG00000052014|A330070K13Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105634|Gm43367,0,0,2,10,4,3
,,,,,,
ENSMUSG00000104382|4930402C01Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117276|Gm49910,0,0,0,0,0,0
,,,,,,
MSTRG.1323|Fcrlb,39,127,89,98,65,88
,,,,,,
ENSMUSG00000109458|Gm44889,39,22,18,20,36,49
,,,,,,
MSTRG.3050|Kcnmb1,100,54,102,131,66,89
,,,,,,
MSTRG.4157|Gm11652,76,66,61,78,68,88
,,,,,,
MSTRG.19831|Gm15495,12,11,7,3,15,3
,,,,,,
ENSMUSG00000075567|Krtap1-4,0,0,0,3,0,0
,,,,,,
ENSMUSG00000037379|Spon2,200,233,260,213,288,296
,,,,,,
MSTRG.24658|Armcx4,1785,2736,4617,2965,6120,3575
,,,,,,
MSTRG.11325,139,169,188,140,165,122
,,,,,,
ENSMUSG00000118302|Gm31300,7,4,6,4,2,5
,,,,,,
MSTRG.11211,6109,10858,5916,6175,6696,7992
,,,,,,
ENSMUSG00000114505|Gm48471,0,0,0,0,0,0
,,,,,,
MSTRG.12492,16,1773,1958,3702,36,61
,,,,,,
MSTRG.15762|Gm12905,80,113,97,105,123,60
,,,,,,
MSTRG.22208|Gm33023,49,62,46,46,42,32
,,,,,,
MSTRG.12219,869,902,803,895,988,979
,,,,,,
ENSMUSG00000088480|Gm23643,0,0,0,0,0,0
,,,,,,
ENSMUSG00000082340|Gm11321,0,0,0,0,0,0
,,,,,,
ENSMUSG00000045281|Gpr20,3,14,9,17,24,6
,,,,,,
ENSMUSG00000097473|Gm26585,0,2,0,0,0,2
,,,,,,
MSTRG.15561|Gm23354,0,0,0,0,0,0
,,,,,,
ENSMUSG00000089907|Gm16169,0,12,0,0,11,0
,,,,,,
MSTRG.13416|Dpm1,2194,2534,2628,2446,2113,3082
,,,,,,
ENSMUSG00000079588|Tmem182,202,248,246,312,419,242
,,,,,,
MSTRG.22130|Mt2,35788,45985,76059,47648,81802,46816
,,,,,,
MSTRG.19237|Gm24391,5,11,7,1,9,3
,,,,,,
ENSMUSG00000113762|Gm47386,0,0,0,0,0,0
,,,,,,
MSTRG.5812|Gm31834,88,118,107,120,117,103
,,,,,,
MSTRG.20086|Gm37494,7565,6235,6002,7615,7369,6277
,,,,,,
MSTRG.5756|Gm40909,68,48,37,60,60,52
,,,,,,
ENSMUSG00000023826|Prkn,192,71,122,102,126,62
,,,,,,
MSTRG.11252|Fads3,4540,3230,3794,4748,4774,3110
,,,,,,
MSTRG.17014|Gm42735,53,74,35,44,78,57
,,,,,,
ENSMUSG00000084046|Gm11833,0,0,0,0,0,0
,,,,,,
MSTRG.640|Neu2,267,21,73,130,15,106
,,,,,,
MSTRG.12772|Fsip1,37,42,46,69,37,25
,,,,,,
ENSMUSG00000040170|Fmo2,392,384,475,196,792,417
,,,,,,
MSTRG.2509,370,198,1909,3688,1523,514
,,,,,,
ENSMUSG00000045815|1700101I19Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000030427|Lilra6,10,61,39,27,32,74
,,,,,,
MSTRG.2501,8212,5602,4289,100,6084,6990
,,,,,,
MSTRG.11113|Gm31166,172,204,188,196,158,197
,,,,,,
ENSMUSG00000028859|Csf3r,214,698,600,314,566,613
,,,,,,
ENSMUSG00000101933|Gm20835,0,0,0,0,0,0
,,,,,,
ENSMUSG00000116544|Gm49626,0,0,0,0,0,0
,,,,,,
ENSMUSG00000075217|Fads2b,34,0,5,0,0,0
,,,,,,
MSTRG.11720|Gm17203,25,47,27,34,35,27
,,,,,,
MSTRG.3677,17339,12932,12554,14185,12017,11654
,,,,,,
ENSMUSG00000001260|Gabrg1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000104604|Gm42915,0,0,0,0,0,0
,,,,,,
MSTRG.20887|Coq7,1256,791,962,1137,1175,965
,,,,,,
MSTRG.9696|Rps18,151894,165782,151657,152688,155215,157088
,,,,,,
MSTRG.6183,1247,2434,2381,2536,3019,2193
,,,,,,
ENSMUSG00000089068|Gm22841,0,0,0,0,0,0
,,,,,,
MSTRG.15960|Gpn2,2589,1420,1812,1856,1626,1464
,,,,,,
ENSMUSG00000059043|Olfr15,40,29,48,48,36,21
,,,,,,
MSTRG.8582|Zdhhc8,11365,12939,15362,13007,15978,12234
,,,,,,
MSTRG.17534,342,402,257,764,438,248
,,,,,,
MSTRG.4904,8262,8373,13821,10141,13398,13088
,,,,,,
ENSMUSG00000064508|n-R5s96,1,1,0,0,0,3
,,,,,,
ENSMUSG00000087646|Gm1667,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103527|Gm37261,60,141,91,58,87,109
,,,,,,
ENSMUSG00000041624|Gucy1a2,85,85,122,83,156,72
,,,,,,
MSTRG.23058|Mpzl3,2297,1074,963,3624,1569,1085
,,,,,,
